id,txnRefNumber,amount,type
5147,ua52db723,263.37,refund
5148,uf51d98ff,678.35,refund
5149,u495f3f18,84.61,sale
5150,ud7f434a2,520.6,refund
5151,ub9887f26,575.32,sale
5152,u197f5fe9,296.94,sale
5153,u5f369df0,929.24,sale
5154,u737a4b07,720.23,sale
5155,u79ce0881,724.59,refund
5156,u97bcc9eb,560.96,sale
5157,ube8c06a3,658.01,refund
5158,u06d761c8,218.06,sale
5159,u5a127b3a,606.86,sale
5160,u57e50d8b,300.15,refund
5161,u6a822f42,409.92,refund
5162,u42719060,542.0,sale
5163,u6f87788d,911.78,refund
5164,u771d4224,874.75,refund
5165,u5b98f12b,233.88,sale
5166,u862338fb,240.28,sale
5167,u04ce22e0,468.97,refund
5168,ud8e49068,110.13,sale
5169,u65aacdb1,384.72,sale
5170,uf098cfa4,882.54,refund
5171,u9d03239c,24.2,sale
5172,u9c3d73d3,705.46,sale
5173,u0301adde,598.18,sale
5174,u78c35bae,828.05,refund
5175,u6793d815,203.72,refund
5176,u2b0bef10,970.24,sale
5177,u6415210e,452.97,refund
5178,u4004b61d,48.5,refund
5179,ud1c11489,967.55,refund
5180,u0cba7c1b,247.49,sale
5181,u54a87e84,29.83,sale
5182,uff2b528b,40.0,refund
5183,u1ed4081c,776.57,sale
5184,udc9cec65,32.39,sale
5185,ud7722e88,851.33,sale
5186,u69b08906,410.58,sale
5187,u8923dcb2,647.8,sale
5188,u6959abb9,550.65,refund
5189,uad861c65,956.98,refund
5190,u14c25d0c,454.47,sale
5191,u61325b7c,245.6,refund
5192,u44cf0f47,292.68,refund
5193,u6b56d3f6,336.34,sale
5194,u8dec7fc7,171.36,refund
5195,udffb11fc,557.1,sale
5196,u59292f2d,700.62,sale
5197,u9a120311,369.94,refund
5198,u25ad8b32,891.62,refund
5199,u739a9e94,545.39,refund
5200,uc266a3a8,236.42,refund
5201,u150c3462,988.23,refund
5202,u834c0fda,688.23,sale
5203,u27dd3c2a,142.81,sale
5204,u686976da,277.85,refund
5205,ufe99d59c,776.95,sale
5206,uc42c537e,577.89,refund
5207,u3dded063,908.19,refund
5208,u04562e14,558.55,sale
5209,u21715ef5,688.8,sale
5210,u78d084c5,980.26,sale
5211,u4a14f0cb,669.94,refund
5212,u6bdf59e3,338.43,refund
5213,u106b68de,895.94,refund
5214,u659d5543,333.13,refund
5215,u87a175a8,312.58,sale
5216,u0dabb033,424.33,sale
5217,uf1e17fdf,198.81,refund
5218,uedcf6cb6,132.62,sale
5219,u1d41680f,515.43,sale
5220,u4ff9ed1a,974.59,sale
5221,u1e4f0499,316.01,refund
5222,ue1e33d01,24.14,refund
5223,ue2f94a18,438.39,sale
5224,u03f07207,82.52,sale
5225,u7e8173d8,774.77,sale
5226,u61d075a9,365.8,refund
5227,ub2cd1d9b,6.14,refund
5228,u4c945fea,871.41,sale
5229,u35c3831b,811.52,refund
5230,u89a79823,906.69,refund
5231,uc11c02b7,415.61,sale
5232,uaa90d844,898.57,sale
5233,u1ca69f1e,393.56,sale
5234,uaae8ba19,679.03,refund
5235,u3620fd15,900.93,sale
5236,u705f3bac,231.49,refund
5237,u0a50035d,385.9,sale
5238,u572105ea,958.74,sale
5239,u5b2fd736,797.59,refund
5240,u99922ef7,171.78,sale
5241,uee26e1a3,172.28,refund
5242,u79ad1b92,880.28,sale
5243,udcd02a4b,246.31,refund
5244,u9fee571e,432.01,refund
5245,u19f0a3ec,826.46,sale
5246,uba0f337f,766.74,sale
5247,u9b8fa075,476.33,refund
5248,ue50a3f32,114.86,refund
5249,ub91a956d,217.5,refund
5250,u54e0a4ef,191.51,refund
5251,uf538a3bb,399.93,refund
5252,u1fa91827,873.19,sale
5253,u294cd112,355.32,refund
5254,uacf6de27,943.53,sale
5255,u28383834,430.62,refund
5256,u636e8222,565.13,refund
5257,ufb3719cf,321.38,sale
5258,u10852953,735.52,refund
5259,u77489fec,854.0,refund
5260,u3f08cddd,17.41,sale
5261,u8336d8ee,132.83,refund
5262,ub285f568,926.49,sale
5263,u6b8764ba,164.77,refund
5264,u21a255ce,6.53,refund
5265,u3a2aa2bc,221.93,refund
5266,u167cf044,846.07,refund
5267,u4efbc8bf,968.21,refund
5268,u008f0be1,282.67,refund
5269,uff859cba,309.75,refund
5270,u2da53d23,140.33,refund
5271,u34b03561,926.47,sale
5272,u86c802b3,315.53,refund
5273,u7c260125,800.94,sale
5274,u6e4e32fa,382.78,sale
5275,u24c7116c,106.63,refund
5276,u17657eb7,456.08,sale
5277,ubb2bada7,899.03,refund
5278,u633c94a1,709.33,sale
5279,uc5af5e17,152.57,sale
5280,u6851d79b,310.73,sale
5281,u2a8532ed,711.69,sale
5282,u830067e4,124.56,sale
5283,ufe6f84bc,222.83,sale
5284,u7a9b721d,866.93,sale
5285,uef90d251,40.58,sale
5286,u4a0a3944,795.59,sale
5287,u83e6b24c,948.56,sale
5288,ud2485519,168.98,sale
5289,u9d1680ec,706.07,refund
5290,uae4c4424,732.49,refund
5291,u897bb063,505.86,sale
5292,ucd3b6552,537.0,sale
5293,uf09769e2,737.4,refund
5294,u116e036d,588.17,sale
5295,uf4108651,303.91,sale
5296,u13dc2692,417.74,sale
5297,ua338f471,138.75,refund
5298,uddbbb4bd,483.39,sale
5299,u9d9ba4c8,133.36,sale
5300,ub7fb805b,562.95,refund
5301,ud585c7f5,162.98,sale
5302,u3ad96c16,885.32,refund
5303,u8c97275a,399.44,sale
5304,u450deac1,499.3,refund
5305,ub41d2386,331.42,sale
5306,u1a2b32f4,543.79,refund
5307,u64a973a1,105.61,refund
5308,u7531acb1,262.3,sale
5309,u9c553107,261.56,refund
5310,uc66ca2b1,307.69,refund
5311,uca72eb90,692.09,sale
5312,ua4ac52ac,193.33,refund
5313,u1caac046,15.27,sale
5314,u8d3cf54b,832.19,sale
5315,ufe502bd6,364.18,refund
5316,u30a71fb3,261.42,refund
5317,uf623d3dc,540.82,refund
5318,ud6a905cf,521.04,refund
5319,ufe5f2084,962.7,sale
5320,u2632860f,731.0,sale
5321,u2b193ef7,193.58,refund
5322,uc2b4a01c,261.7,refund
5323,ue284edbf,550.99,sale
5324,ub411eacf,991.02,refund
5325,u1cc67893,473.87,refund
5326,ub4556136,61.17,sale
5327,ufec4f6cf,3.92,refund
5328,uf7fc15fd,144.04,refund
5329,u91b2a5e9,314.45,sale
5330,u2942fb77,624.89,refund
5331,u0db0fe46,47.5,sale
5332,u768ca5fc,260.45,refund
5333,u45dab813,390.66,refund
5334,u8edb2b09,956.72,sale
5335,u272e8602,881.76,sale
5336,u277ae899,474.33,refund
5337,u6324a86c,883.72,sale
5338,ubab3d4f9,612.03,sale
5339,u1022d231,395.91,refund
5340,ude89f856,457.69,sale
5341,ue23298e3,586.55,refund
5342,ufb87da92,228.89,sale
5343,ucfa4fe84,831.05,sale
5344,u5f17dcd5,241.97,sale
5345,ud95df1f4,450.8,refund
5346,u40b73c22,587.42,refund
5347,u630e981d,934.47,refund
5348,uac9a2869,266.64,refund
5349,u8ae312a1,361.78,refund
5350,uf15baf29,667.21,refund
5351,udd9d712f,140.97,refund
5352,u1d528c19,992.98,sale
5353,ua315268e,213.08,sale
5354,u030012df,769.5,sale
5355,u3fa261b6,925.94,refund
5356,u8b81e8fd,538.01,refund
5357,u97db5192,746.89,sale
5358,u3774bd05,876.44,refund
5359,udb36e67a,81.59,refund
5360,u22268dcb,994.58,sale
5361,ua3a4610c,123.63,sale
5362,u63e05309,2.27,sale
5363,uae4661f6,155.29,refund
5364,uceb6ef1f,350.76,refund
5365,ub30eb5ac,569.22,sale
5366,u5f2b452c,253.91,refund
5367,udc759c04,33.35,refund
5368,ud6ec2e77,767.25,refund
5369,u656f4664,191.13,refund
5370,u51fb41dc,4.78,sale
5371,u47335399,746.49,sale
5372,ude3c8a10,459.31,refund
5373,u4f374948,400.26,refund
5374,ud90b201d,657.94,sale
5375,uac64280d,988.68,sale
5376,ubdc8cdef,453.39,sale
5377,uefaa98ed,921.91,sale
5378,ue9208d54,889.39,sale
5379,ua9b56380,243.4,sale
5380,u23716f8b,472.74,refund
5381,uf010ef52,596.34,refund
5382,u446b7d39,313.29,refund
5383,ue13a75e6,77.44,refund
5384,ue27706e3,757.1,sale
5385,u68f2ac4d,99.12,sale
5386,uac06add7,59.45,sale
5387,u60391478,941.25,refund
5388,udbe541ce,755.49,sale
5389,u611a98ae,976.05,refund
5390,u0205c6b6,312.99,refund
5391,u15d7360c,812.14,refund
5392,u3f7928e9,212.27,sale
5393,u45827278,840.37,sale
5394,u841ff5d4,22.63,refund
5395,u395961b6,23.92,refund
5396,ub17d4556,219.01,sale
5397,ufcc33c7d,100.01,refund
5398,uab2fafb9,881.86,refund
5399,ucbf7351a,608.05,sale
5400,ud59f020f,520.5,sale
5401,u8cd195df,690.34,sale
5402,u0cf4f0d7,395.22,refund
5403,u900fb6a9,371.31,refund
5404,u4c36d20c,374.26,sale
5405,u583f75b2,30.27,refund
5406,u0b2e37b7,301.6,sale
5407,ufd4ac395,705.56,refund
5408,u3ac5735d,782.3,refund
5409,u2de5cdbd,613.31,sale
5410,ucb9f47c8,697.73,sale
5411,u2ea0eed9,810.18,sale
5412,u3f311a65,609.22,sale
5413,ubf110f1f,981.09,sale
5414,u27ddd328,463.09,refund
5415,u957e220b,513.16,refund
5416,ud85d18bf,528.91,sale
5417,uccd6581f,263.15,refund
5418,u10004991,930.28,sale
5419,u36459e7f,773.99,sale
5420,u703e9d4b,187.26,sale
5421,u78cc6353,419.78,sale
5422,u8e72bb1a,958.34,refund
5423,u7fb9c6c8,858.97,sale
5424,u6c7e639d,944.37,refund
5425,ud7fd57ee,649.71,refund
5426,u2f726f31,608.22,sale
5427,u7dc734e3,301.57,refund
5428,u0a2df05b,863.34,refund
5429,u01cf6ca5,775.84,sale
5430,ubd2e3026,144.92,refund
5431,u50554ff2,608.33,refund
5432,u58daa8f7,86.34,refund
5433,u5f9ab746,444.45,sale
5434,ude3b655d,617.54,sale
5435,u860e1c40,167.04,refund
5436,u3f8556da,495.86,sale
5437,uee8fa734,257.36,refund
5438,u793efe65,560.46,sale
5439,u61e1ea7a,204.72,sale
5440,u2d18d8e6,730.47,refund
5441,uc3b44862,7.3,refund
5442,u63845d40,862.65,sale
5443,u1fe2e40a,318.36,sale
5444,u9df7a699,736.21,refund
5445,u34816c02,175.76,refund
5446,u0060ec32,493.76,sale
5447,uabd5d51f,763.69,refund
5448,ubc8ccf6f,222.76,sale
5449,u2a87af2f,855.14,refund
5450,u4cb866b3,70.12,sale
5451,u313a1386,943.33,refund
5452,ufe388ed2,457.39,sale
5453,u433131a2,378.15,sale
5454,u73549cf1,620.68,sale
5455,u0f967eda,688.5,refund
5456,u7c191724,184.34,refund
5457,ud3cf1986,66.16,refund
5458,u21c2d6a8,198.65,refund
5459,u21d988f9,532.81,refund
5460,uf6ddc6ec,758.43,sale
5461,u27715fbd,321.74,refund
5462,u4ee9ec69,664.05,refund
5463,u0c898809,750.09,sale
5464,u40896336,848.79,refund
5465,u2670f7fb,666.71,refund
5466,uaab4945b,726.72,sale
5467,u1748837e,653.12,sale
5468,u4d3537a3,827.65,sale
5469,ufa5745a7,352.09,refund
5470,ue6f2f1d0,329.27,refund
5471,u6565c20d,124.82,sale
5472,ud2d8db6f,295.31,sale
5473,u95a0c742,207.67,sale
5474,u49ceb1b7,555.05,sale
5475,ub59d3dda,56.75,refund
5476,u8ad3e352,726.34,refund
5477,ub3672f26,345.52,refund
5478,u2f33803f,295.09,sale
5479,u2d609b94,68.78,sale
5480,u92625dfc,428.74,sale
5481,ufbc69efc,420.41,refund
5482,u5f919ed8,400.95,sale
5483,u462011b9,473.69,sale
5484,u985a8029,748.83,refund
5485,u3f8fa6b5,275.04,sale
5486,u88ef6d9b,997.46,sale
5487,uec1adcb7,820.49,refund
5488,u7531b06a,166.71,sale
5489,u392a7b54,170.76,sale
5490,uc0653df5,286.79,sale
5491,u6e72c6a4,509.7,sale
5492,ua1e06bce,312.43,sale
5493,u8dcb52b1,611.97,refund
5494,ub106cd9b,499.58,refund
5495,u1f59dc43,980.06,sale
5496,u7abcb109,672.6,sale
5497,u891de6ed,66.65,refund
5498,u33ca97ab,969.78,sale
5499,u761ace97,68.12,sale
5500,u68cdef65,944.84,refund
5501,u64c0ef59,95.33,sale
5502,ud165222e,597.72,refund
5503,u2c8b7e5c,51.36,sale
5504,u9b96957e,207.01,sale
5505,ufb268e4a,750.55,refund
5506,u9a58c7ec,2.59,refund
5507,u4699cfed,666.15,sale
5508,uca23a4fd,214.43,sale
5509,ubd031f99,188.68,refund
5510,u9f6d595c,438.08,refund
5511,uf8051867,658.58,sale
5512,u0ea28d00,282.64,sale
5513,uc56c5a8e,997.18,sale
5514,uac1295dd,974.82,refund
5515,u9f6684c5,474.97,sale
5516,u0466b4d6,760.97,sale
5517,ubf7f6c1e,385.59,sale
5518,uf22a198b,194.85,refund
5519,u4835a31a,854.31,sale
5520,u8e26c6eb,569.03,refund
5521,u6cf9fb99,133.05,refund
5522,u145ed811,558.5,sale
5523,u65e9ab88,233.38,sale
5524,u388e014c,83.7,refund
5525,ubcc301ae,993.55,sale
5526,u75012aa6,468.35,refund
5527,ufa532d34,917.65,sale
5528,ufa0957f7,649.57,sale
5529,u5e55d125,254.99,refund
5530,u93dd19a8,539.32,refund
5531,u08d34ef1,921.51,sale
5532,ud2cd1c47,249.06,refund
5533,u6620021c,852.84,refund
5534,ud32d0796,542.64,sale
5535,ub7838f68,548.42,refund
5536,ue60e3b37,659.91,refund
5537,u1054ef6f,530.23,refund
5538,ud4e1f6d9,215.84,refund
5539,u3da7f876,930.9,refund
5540,uef825d89,912.56,refund
5541,udf9445db,3.33,refund
5542,u6603a583,830.59,sale
5543,uc78ba429,641.54,sale
5544,u2c4c1054,80.78,sale
5545,u2a1f09c5,120.16,refund
5546,u8d0066d1,594.67,refund
5547,ua4e46629,629.87,sale
5548,uf724a1d3,547.61,sale
5549,u202e1c63,239.23,sale
5550,u9fdfdcc7,771.03,sale
5551,ufc705622,265.02,refund
5552,u3426ee88,715.34,refund
5553,u8e8674b6,651.14,sale
5554,ua977d3c6,810.64,sale
5555,u0e285e45,171.26,refund
5556,u1fd235b2,880.5,refund
5557,uab8373a3,613.87,sale
5558,u56889f98,617.9,sale
5559,uca00804f,313.9,sale
5560,u8c3aeef0,744.31,sale
5561,u8af2e786,213.29,sale
5562,u5824a06d,617.17,sale
5563,u1af196f8,257.41,refund
5564,u714a819a,701.88,sale
5565,u40036b26,517.04,sale
5566,u3e482140,528.72,sale
5567,u58d6b1b8,316.98,refund
5568,u85e292c6,308.79,refund
5569,u8974a931,700.02,refund
5570,u7befd96d,399.3,sale
5571,u5022453d,829.37,refund
5572,ucb5a2c20,595.4,sale
5573,uf9b042bb,138.24,sale
5574,ua56c2e76,728.62,refund
5575,u6ba2534e,529.41,refund
5576,ub2a12a1f,773.46,sale
5577,u1e828add,331.14,sale
5578,u9a584bff,428.54,refund
5579,u3fcdf3d8,894.77,sale
5580,u5d230259,630.63,refund
5581,ueb7fc0db,888.31,sale
5582,u06623ec2,26.11,sale
5583,u6cc9c7a0,25.64,sale
5584,ud5f37d3f,934.57,sale
5585,u6618f6df,277.81,sale
5586,u21366f65,522.11,sale
5587,u5815d95b,384.77,refund
5588,u8a3897cc,198.17,refund
5589,ua4159c85,384.71,sale
5590,u47ab8c11,666.22,sale
5591,u6d2c17d5,34.87,sale
5592,uf17493c6,23.03,sale
5593,u1e014c57,656.89,sale
5594,uf63af43d,521.63,sale
5595,ub2aececf,333.22,refund
5596,ud36f4968,572.47,refund
5597,u068d9fbb,387.49,sale
5598,ud4ef58fa,523.1,sale
5599,u804327b4,227.0,refund
5600,ued1557b6,60.7,refund
5601,u15b24a5a,465.81,sale
5602,u2aaea560,626.68,refund
5603,u3cd0099f,782.61,refund
5604,u5d71eb66,236.87,sale
5605,u9a5d0cf1,908.81,refund
5606,u2c3512c7,8.76,refund
5607,u85dc4dc3,999.97,sale
5608,ub0d1a551,743.23,refund
5609,u87aaeb66,535.85,sale
5610,uee92033c,802.21,refund
5611,u0b320994,650.47,refund
5612,u2948a467,685.35,sale
5613,u7982e302,596.95,sale
5614,u279118b0,383.15,sale
5615,u31ed1204,502.64,sale
5616,u917ebcae,378.57,refund
5617,u642c5076,443.0,sale
5618,ucf0f2d27,679.55,refund
5619,ub6533c55,62.74,refund
5620,u17d523f3,570.17,sale
5621,u52374cfd,401.34,sale
5622,u8333eb68,618.53,refund
5623,u3be68e25,360.23,refund
5624,u8cd6a8bb,735.89,sale
5625,u30652f4f,459.54,refund
5626,u7fb08d1b,655.18,refund
5627,u29d6fb38,910.87,sale
5628,uee0690ad,616.71,refund
5629,u7d042e1b,522.86,refund
5630,u897dd434,841.94,sale
5631,u9a9a534d,641.54,refund
5632,u79147988,533.87,sale
5633,uafd94468,699.78,sale
5634,ua0daa6e7,375.37,sale
5635,u4caa0632,573.47,sale
5636,ua561f642,256.55,refund
5637,u4ceb7f61,580.91,refund
5638,u5a6e6669,129.9,refund
5639,u31181a3e,71.46,sale
5640,u45bb05ba,188.01,refund
5641,uf10975da,897.97,refund
5642,uf903542f,889.03,refund
5643,u6355cf87,592.45,refund
5644,u723ded23,7.5,sale
5645,ua35e9047,131.27,sale
5646,ua2bc1346,407.41,refund
5647,u7011ff3a,348.98,refund
5648,u9d5dea4e,526.51,refund
5649,u0c295458,817.8,sale
5650,u711a7100,652.63,sale
5651,u6bacbfb9,540.27,refund
5652,u06a4980b,159.41,sale
5653,u34a0af30,10.15,sale
5654,u71442224,778.33,sale
5655,u61fc1233,856.82,sale
5656,u389d81cc,929.69,refund
5657,ue6579eaa,827.27,sale
5658,ud4a893a5,540.06,sale
5659,u93f3b1ca,670.01,sale
5660,u18db6805,878.92,refund
5661,u5fe8a8bb,115.41,sale
5662,uc4054952,80.53,refund
5663,ub7e7d0b0,279.32,sale
5664,ub47c6ba6,993.72,sale
5665,u7b864a09,278.71,sale
5666,u9b056afc,858.3,sale
5667,ub5c0eb0f,693.55,refund
5668,ue396a72d,502.08,sale
5669,ucd3e7751,137.94,sale
5670,ud310641a,209.35,refund
5671,ua436fdcb,949.63,refund
5672,u018a2e83,559.85,refund
5673,u3b36e86b,87.51,refund
5674,u30126db6,480.73,refund
5675,u17535022,850.87,refund
5676,u9ba27009,911.14,sale
5677,ue7ff8df2,983.22,sale
5678,u4e722165,644.08,sale
5679,u4638bdd6,755.0,sale
5680,u3f3fa402,704.74,refund
5681,u2bf3bf75,960.13,sale
5682,ub9e86159,506.58,sale
5683,u8b6f338e,962.59,refund
5684,ud984d179,622.62,sale
5685,ubc2e44bd,261.96,sale
5686,ub6e123a5,932.19,sale
5687,u655979ce,47.43,sale
5688,u2bc2bdee,777.99,sale
5689,u27908829,252.12,sale
5690,u346850bf,29.15,refund
5691,u372567d4,649.66,sale
5692,u57fdd8bb,962.71,sale
5693,u1d301fc8,633.2,sale
5694,uee48de5b,175.83,sale
5695,u6cac3dba,349.83,sale
5696,u55ece24b,776.72,sale
5697,u88f99219,185.5,sale
5698,u6c077c77,185.41,refund
5699,u0490bd9f,714.9,refund
5700,u5a7dab6d,292.83,sale
5701,u5b17a24f,983.89,refund
5702,u785b4375,404.29,sale
5703,uaddd326b,586.15,refund
5704,ub40e951d,563.08,sale
5705,ud3294985,757.24,sale
5706,uefd07cb6,741.99,refund
5707,u424aa77a,472.65,sale
5708,u50d825a9,655.34,refund
5709,u3b278f8d,791.48,sale
5710,u0cce9808,992.16,sale
5711,ub7e77f2a,809.08,refund
5712,ufcfc9f98,238.56,refund
5713,u35cd921b,491.15,sale
5714,u0fe9d4e3,164.39,sale
5715,u536f70aa,674.13,sale
5716,u2a8fc09b,553.58,refund
5717,u783330cb,609.39,refund
5718,uc9adab5a,162.77,sale
5719,uc7f04f5d,183.69,sale
5720,u58e6680f,398.72,sale
5721,u49a12da5,756.41,sale
5722,uef432b19,211.09,sale
5723,u55b5e326,582.97,sale
5724,u1590b61a,482.78,sale
5725,u8e7d6071,76.28,sale
5726,u705c199a,756.38,refund
5727,u23e9082c,669.83,sale
5728,u14b5099b,221.65,sale
5729,u4cbe5c82,133.09,sale
5730,u9e3ae2b5,686.49,refund
5731,u379b68f1,547.89,sale
5732,uaccb2fed,996.56,sale
5733,u76081fba,360.99,refund
5734,u8b0675a1,870.05,refund
5735,uefcac04d,521.1,refund
5736,u42bbfc2c,47.07,sale
5737,u326ba2b4,20.35,sale
5738,u851a5ef9,281.91,sale
5739,u1b71b39e,931.13,sale
5740,u388a824b,88.95,sale
5741,u46ce96ba,582.0,sale
5742,u469fbec8,9.37,sale
5743,u416024b9,448.36,refund
5744,uaad86c13,601.42,refund
5745,u680f4c68,312.51,sale
5746,u0f9dda43,602.09,sale
5747,u10ba1b51,708.35,refund
5748,u6b9d3be2,533.16,refund
5749,u35f96708,392.1,refund
5750,uaa6df1aa,357.08,refund
5751,uc32335eb,673.32,refund
5752,u303ec489,476.09,sale
5753,u892050cd,110.01,sale
5754,u7b3b9e31,632.98,refund
5755,u241f09aa,199.45,refund
5756,uf4ba91da,892.55,sale
5757,ue28cb594,215.57,sale
5758,ubf4e1cbc,490.56,refund
5759,uf5008335,505.5,refund
5760,u4629cd34,978.04,refund
5761,uc448a398,181.43,sale
5762,u7cba0077,179.53,refund
5763,u99a9d4c4,466.9,refund
5764,ua1230c5d,292.76,refund
5765,u19cf5164,916.11,refund
5766,udef57540,841.43,sale
5767,u3356075f,356.16,refund
5768,u794fe6ea,80.4,refund
5769,ua5a9e655,935.28,refund
5770,uf5107bd5,734.35,sale
5771,u1300e4bf,779.14,sale
5772,ubcf7632c,976.56,sale
5773,u677e158d,405.72,sale
5774,ufd26ae87,531.36,sale
5775,u652ed0bb,404.34,refund
5776,u35ca8043,741.0,refund
5777,u59dc8a50,359.58,refund
5778,u9cd06734,782.1,refund
5779,u0fba0fcb,927.69,sale
5780,u77c4f3c5,645.7,sale
5781,ubfd753ef,623.54,sale
5782,u3b0a8c73,688.05,refund
5783,ua18acc7d,486.26,refund
5784,u35f7a92e,49.04,sale
5785,u1e0c988f,455.32,refund
5786,u15463baf,164.19,refund
5787,ud28846af,252.0,refund
5788,u3ca510fe,749.33,refund
5789,uaeddf8ba,424.15,sale
5790,ua928d339,857.63,sale
5791,uef1abf33,273.22,refund
5792,u2bb78d6b,137.05,refund
5793,u7231d344,655.85,refund
5794,ub8a9c2a7,66.04,sale
5795,u0979a1fc,368.75,refund
5796,u8606099a,782.78,refund
5797,u5999689a,804.92,refund
5798,u160e80da,953.3,sale
5799,u11c72be4,645.51,refund
5800,u0565a34e,819.17,sale
5801,u94d99192,992.86,sale
5802,uebe37d72,633.79,refund
5803,u4ab33e2e,146.83,refund
5804,ue26f365e,849.29,sale
5805,u5e9aa874,484.13,refund
5806,ubde9ef17,66.57,refund
5807,u38be9a8b,329.18,sale
5808,uecdba085,631.8,sale
5809,uf6173f6e,868.85,refund
5810,u2b2d314d,523.61,sale
5811,u9566cb60,168.32,refund
5812,ud51209f5,206.73,refund
5813,u58ed1372,55.56,refund
5814,uc78c5439,927.08,sale
5815,u880ce64f,567.75,refund
5816,u89640b8a,977.56,refund
5817,ucc00f53e,87.43,refund
5818,u74ed4b3c,883.38,refund
5819,ua588e25e,488.07,refund
5820,ubd2bb41b,455.4,sale
5821,u7f28b685,589.58,refund
5822,u4ac4edb1,236.62,refund
5823,u70c1728a,657.95,sale
5824,u9ca70666,780.54,sale
5825,ua41a67c4,593.82,sale
5826,ue8303f25,510.86,refund
5827,u0558f3eb,237.58,sale
5828,u8aef5181,58.26,refund
5829,uf0e7bd8a,71.21,refund
5830,ua33bf006,934.57,refund
5831,u0626a78f,461.85,sale
5832,u6efdc045,773.14,refund
5833,u7524e922,827.98,refund
5834,uab68eb0d,509.46,refund
5835,ud6832edd,811.85,sale
5836,ub865ef99,278.49,refund
5837,uca6a312b,184.67,refund
5838,u39d265a5,95.43,refund
5839,ufca705b4,57.71,refund
5840,u6265ef43,562.53,refund
5841,u4f7dea85,74.12,refund
5842,ue398164d,175.44,sale
5843,u4cefc769,693.22,sale
5844,u590116aa,118.16,refund
5845,uf9fbd53d,254.38,sale
5846,uc866bb9c,426.87,sale
5847,uffc784da,487.91,sale
5848,u5e814bb1,905.87,refund
5849,u7f5cfadd,635.24,sale
5850,ua008ba45,354.08,sale
5851,u4e1c631c,279.64,sale
5852,u5c182554,921.56,sale
5853,u7ff5a0f6,346.11,refund
5854,u8698f140,886.81,refund
5855,u34fc7ebc,884.83,refund
5856,ufd526db6,250.32,refund
5857,u0f03751a,359.08,refund
5858,u8766646d,446.96,refund
5859,u1e5e1b49,263.14,refund
5860,ue115a690,954.81,sale
5861,u520124c6,15.15,sale
5862,uae7697ee,4.93,sale
5863,ud7a63923,626.23,sale
5864,u8a249b36,737.02,sale
5865,u8781e552,322.05,refund
5866,ue48d1fae,499.43,sale
5867,ue54d056a,823.36,sale
5868,u6d65d669,917.49,sale
5869,ufbe128d9,532.78,refund
5870,ucd50c026,619.61,sale
5871,ub72735c0,923.25,sale
5872,ud378b3a7,767.24,refund
5873,u9a946fcb,375.47,refund
5874,ube29cd44,770.72,refund
5875,uf5f99eac,209.51,refund
5876,u83048a77,565.7,sale
5877,u07e69686,945.68,refund
5878,ub279b374,40.84,refund
5879,ud2132404,2.1,sale
5880,u5cdeb9a0,923.44,refund
5881,u1b3508b0,654.12,sale
5882,ud1ce26ac,836.9,refund
5883,u0ae15db4,633.72,refund
5884,u12786c56,190.53,sale
5885,u6ead15c3,535.83,refund
5886,uf0762e75,194.61,refund
5887,u6984a028,542.41,refund
5888,u62bdcfcd,305.23,refund
5889,ua912c1b3,307.72,refund
5890,u9245b85b,389.35,refund
5891,u615bddd9,340.65,refund
5892,u5f677e6b,143.04,sale
5893,u445acc94,419.92,sale
5894,u924ed39e,133.43,refund
5895,u1fa86a56,161.34,sale
5896,u693e6a80,388.86,refund
5897,u7c0bfb0a,734.75,sale
5898,ue6a287d6,128.7,sale
5899,u290ab1a4,996.16,refund
5900,u8dc2ba42,787.1,refund
5901,u39964832,877.82,refund
5902,u32ea8911,841.76,refund
5903,u2751daca,706.34,sale
5904,u302f8e04,643.39,sale
5905,ub5cabdd4,221.96,refund
5906,ubef1e995,518.0,sale
5907,u5e05b4d1,867.67,refund
5908,uf361647d,112.36,refund
5909,uf43e9bfa,619.02,sale
5910,ub2a0b0a1,350.23,refund
5911,u072ac7b3,428.07,refund
5912,u3ec079a9,748.61,refund
5913,ua3167b81,938.24,refund
5914,u6611c1cd,336.78,refund
5915,u89adcb35,820.07,refund
5916,ud501b4ab,731.06,refund
5917,u34719f7e,275.98,refund
5918,uc4c89419,826.23,sale
5919,u3c297f74,593.59,refund
5920,u3fcee724,486.17,refund
5921,u08ea9e99,472.66,refund
5922,ue332557b,916.77,refund
5923,u8f6d3a89,154.48,sale
5924,u23dd6c48,674.17,refund
5925,ufab7b780,729.15,refund
5926,u4faef5f4,276.69,refund
5927,u36f7c4f5,344.68,sale
5928,u4cab2095,704.63,sale
5929,u648b5f0b,506.55,sale
5930,ue3a170e6,761.35,sale
5931,u72e3cad6,148.42,sale
5932,u6d20d4f6,791.7,sale
5933,u4fa829ca,773.08,sale
5934,u2b1ae83f,800.95,refund
5935,u42eb4e70,432.37,sale
5936,u69d6f7aa,840.94,refund
5937,uefa4f769,676.62,refund
5938,u045a3a4d,676.91,sale
5939,u565d5690,927.04,sale
5940,ue31251fd,101.92,refund
5941,uef87eaa2,461.6,refund
5942,ua4889204,407.44,refund
5943,u92f92a0d,210.58,refund
5944,u16066cf5,83.22,sale
5945,u4d9c5aad,39.92,sale
5946,ub1286072,14.05,sale
5947,ubf6aa78d,19.12,sale
